Code,Imported value in 2017,Imported value in 2018,Imported value in 2019
291521,5421,6523,5244
903220,9603,8388,6665
391722,10408,11622,6020
680911,5944,4915,5320
390610,15636,22819,18862
852859,18421,12188,9857
842420,5688,6182,6408
847759,4067,8442,12378
110900,3782,6876,5534
830790,5578,3841,4155
851711,118146,216438,42100
80410,3390,6200,9459
890392,2112,2369,3776
320412,7374,5834,7449
482290,5276,5793,5441
680690,4313,4591,6063
392390,6539,7256,6910
690510,5627,5431,5386
441820,3228,4986,5711
400821,4127,4374,5097
902480,3841,3060,5211
854110,27605,31049,6916
731512,7548,8469,7313
902820,6703,13870,11449
392091,4670,4498,4634
340111,4022,6161,2889
292529,3862,3934,7122
281511,2514,9149,6372
283529,4720,9887,5486
854290,21104,14787,9639
40640,3705,5891,5038
330190,4965,4515,6027
830520,3932,6933,6413
293622,5383,5393,7987
840790,5865,9456,9410
340130,4020,2902,2429
400911,8669,8798,9148
380290,6807,4521,6019
80610,2725,3605,3596
841229,4115,8872,7995
820790,8768,13674,12221
630222,6871,3536,9244
846880,1794,3361,1089
400110,13816,6479,6367
731290,8869,10027,6883
760521,734,8067,11431
441011,5369,7070,6846
600631,300,1091,3077
392620,7324,7952,8561
851539,3660,4714,5970
902213,4660,5855,5171
640620,2657,5215,5768
847010,5130,5392,6649
902830,26838,10969,13946
845129,4047,3346,7894
611190,143,791,4922
621133,5117,5661,7052
300630,6202,3629,2551
843031,167,4724,10457
283325,2722,3990,5744
392321,9909,7162,9437
151219,3589,1803,6575
382478,2030,1593,2841
283329,5175,8314,6189
842831,272,90,754
293790,4494,2803,3282
292390,2732,4129,5483
741012,5090,8220,7069
730511,3838,134668,2876
730791,9167,6522,7353
