Code,Imported value in 2017,Imported value in 2018,Imported value in 2019
350610,12290,12201,14045
830242,11978,13821,16215
441820,10424,12131,14244
40310,6470,8509,7386
440810,9749,12321,11333
691090,10531,17086,14724
830210,19071,16635,16372
40490,2836,2336,2797
850120,4805,12615,5691
410799,11348,14538,36293
293399,5324,15201,8638
731819,15909,12517,11304
382370,17435,19659,9658
821210,12164,13302,14934
481820,14380,13464,13000
731816,9060,12746,12701
293621,4978,19077,17504
848790,0,25012,11194
730300,12545,11620,9461
251020,245,557,317
853932,1102,8323,7172
40150,0,10324,16677
560900,4700,3739,12264
400220,3280,4252,7522
401039,14792,14403,13212
230120,20493,12457,10088
848220,7299,8993,13471
851490,11003,6679,8399
850780,23740,18616,14775
900590,7164,6294,6041
902300,9438,12168,9063
291531,13789,19036,19966
680299,1869,4267,10150
844313,0,12993,7594
741110,18641,22812,17317
851580,27213,23736,9215
870530,4868,6762,10819
760110,23252,34403,25668
420500,10064,8267,15172
283329,2446,14496,11218
71290,15721,14806,13199
293628,10183,11364,9843
621040,4973,21516,2899
420222,16428,20399,20153
851850,6794,7005,8703
853321,6154,11558,14938
841581,14557,18676,10851
600642,1825,6057,3677
560790,11520,8639,16842
291612,16282,20653,17990
591190,10638,9791,15342
691110,21544,17611,18291
261900,23,73,7694
720854,2195,4322,14678
847730,18447,11713,6950
842490,20124,16486,14176
711311,6889,4596,5098
870830,0,19125,19808
820890,21113,17497,13711
590320,11918,8642,12383
160420,7299,15654,10049
392610,13246,29485,15719
847950,17093,9175,8730
902219,19775,25678,38849
220890,7406,8251,12841
842131,8347,13958,13426
842620,18031,17373,23261
680919,19568,9973,15345
843699,10874,13873,19678
320419,7747,11669,10059
690919,5952,3725,4171
600340,714,1566,17171
200310,8674,11259,11071
902620,10645,16066,12774
110412,8231,8383,8780
722300,16281,18259,13449
842410,11372,42505,13253
790111,20796,20597,20158
842840,16405,16991,14265
722090,11819,12127,11494
381600,17796,12455,12694
730719,6779,6823,6958
854520,15477,16522,14227
80620,7245,13392,11402
846040,1188,2704,1179
290545,8652,17713,11934
350300,11537,10711,13721
720851,11987,26097,9911
630590,15586,19252,16886
903141,14381,16975,15675
391290,21720,13868,13377
281122,12921,15349,14455
853521,32444,26915,36443
854690,12063,12386,11421
730690,11316,27187,15317
740939,12647,8906,7766
200990,9631,8079,10185
902730,8490,9283,9339
283324,7662,9400,12542
870893,21274,12907,11680
590310,2773,12046,12518
831190,27585,22528,16089
480100,18335,19610,20707
481930,5245,9044,10617
480920,11932,15994,14385
110820,2674,4085,6236
560490,6287,50702,32467
540233,3220,6173,15071
741533,9908,14267,19015
854130,4065,50956,6589
960200,7898,8614,7201
844319,27007,25480,25102
902690,5107,6709,10074
842820,17867,13452,13466
110100,48574,36610,15910
843880,8446,9265,9441
271311,18955,12346,20111
848060,4547,10745,13942
847431,16095,14663,14573
843621,5243,13287,10322
740919,18200,10285,7358
320414,1424,1620,2647
851410,8525,6914,15140
283650,8703,9722,9788
50400,16545,17093,20734
281511,15097,16179,11813
940180,9037,11904,14829
902519,6129,7257,6916
846210,13394,12279,9851
420340,31856,7093,4676
843010,6470,11620,14129
210410,8751,7859,6926
848110,13088,16140,17535
100790,0,4759,5769
401012,6595,9985,9378
252321,10046,15574,14657
701349,0,14089,16472
691200,11194,17073,13370
680422,10550,18153,14614
720230,7207,9441,11335
520812,24507,30100,22707
870790,7041,7963,11112
480524,7897,9199,13598
853510,12366,16887,16772
870870,9607,12051,14263
611020,7570,7935,13864
721399,7113,7419,2961
20641,14766,16517,16050
600410,15434,5963,4114
732490,13698,12303,12069
721933,11721,12976,15944
291739,12362,12982,12892
870510,12650,20449,14901
854519,11480,9721,8093
360200,4530,2818,10520
711320,1619,4442,7259
391890,6398,6466,9779
831000,17181,14846,13101
340490,10791,14708,9617
851810,7059,9440,8052
911320,457,612,2899
902890,10694,7169,6736
321000,12883,11890,10005
520100,24610,28603,20490
680421,1727,8667,8317
960810,13792,15729,15754
690210,5040,5592,11029
721210,19413,22994,15641
40229,5038,3632,4089
320910,9389,9273,7210
853221,2672,5026,6783
292429,10674,9771,9553
851519,14066,16753,10082
871680,7283,12097,10874
280429,5545,6719,7672
294110,10095,14475,14932
841320,11146,12846,10309
200819,5754,8712,8230
852190,17727,19942,19961
720852,19095,14469,12660
290519,442,6354,7490
940560,9077,6317,9570
732190,6039,9413,11164
100710,0,1775,9321
700719,9397,12663,14521
293624,5999,8588,7397
830249,8421,12625,10454
871491,16579,9706,7535
854890,9400,12657,13625
400510,11242,11359,10200
850153,8386,7950,13204
841350,10780,20705,7304
848291,10905,9621,11902
481099,1055,11775,16318
950699,11812,11452,10651
847720,14062,12659,31590
760529,683,507,3740
390290,8613,13019,9419
293219,3819,14755,11288
390529,8664,9708,8704
841360,9300,9602,17355
890120,16695,32928,6940
902480,16167,15883,6839
400122,12890,11105,11201
381590,8932,11372,16371
851769,0,11749,11874
30617,0,29012,23458
844250,7234,12654,9056
960610,2314,1800,4026
841410,9239,10554,8816
848410,9818,10114,9198
721632,4366,7806,14195
240130,6581,10656,7674
870810,35984,34007,16281
730449,3309,3744,5294
950450,0,3754,4303
81090,9071,6864,6305
730791,7340,10375,10194
540769,1323,1810,2794
711590,801,816,2982
320649,1201,6966,5609
730511,1264,3556,4376
732410,6179,10561,8720
760611,15469,15891,15276
290629,1383,2626,8571
961210,8315,8098,13778
851310,8935,10526,8949
848130,11846,10874,12016
845590,15980,9473,6169
291412,10512,12904,7717
902000,7855,12489,11648
842542,8392,11654,8693
820730,11715,6138,7154
440890,6140,9156,6880
480990,6489,9389,8790
590210,10316,11330,10037
960310,9547,9381,7724
843230,2211,1362,3684
732010,11966,11529,8355
831120,7909,6165,6728
680690,11741,9844,12789
441520,24409,11329,8313
480421,14425,14174,9582
600290,45660,44409,37888
382319,9300,8171,7075
650500,0,6768,8311
800300,4635,6016,5722
844110,9586,12823,11375
901910,7933,11902,10147
481960,4650,3592,5896
300630,8496,8647,10886
151499,3212,1128,2457
731439,1913,5170,5425
902710,10333,11825,306295
820559,9995,11655,11728
730721,6160,8332,5133
