Code,Imported value in 2017,Imported value in 2018,Imported value in 2019
580410,46202,36893,37950
852321,7898,6812,9340
732399,20181,22070,19343
300432,15755,22977,28322
490900,35426,35626,37643
960830,27775,28439,26716
200811,28931,26645,23473
890590,119774,16550,4188
620441,23608,25515,25711
401511,14356,16039,15515
870850,19242,19616,18397
940520,21341,22700,24337
870423,59097,39746,27691
282590,13635,22347,17108
940421,25772,33207,22246
390130,35157,31178,34412
800300,33705,34347,25741
321390,36005,38426,32671
950629,53433,45171,36690
480100,78854,93877,59002
610444,56373,50876,39284
760711,27071,26044,19169
830990,31158,23404,24577
30481,5820,7779,13671
610220,17594,21900,35148
851610,26792,19368,20354
392073,28980,27362,42041
820551,38494,39565,27172
870332,150088,50500,45742
691010,35877,37521,24628
620113,29542,33358,41618
611710,24206,30230,20550
848630,76967,85198,26311
850434,14182,21909,21171
410719,36672,40611,29546
853329,29333,25999,27461
30792,19660,23873,26894
730799,22080,18496,17903
846693,53946,46651,29729
610520,35238,29989,25619
220870,40380,41440,24166
680221,33343,33575,30587
690490,30619,31659,25362
961519,27499,24726,26577
20713,5753,9647,14244
293499,12203,8768,12454
870891,34502,39176,21023
940310,31842,28389,30404
691110,32041,32885,29215
840721,7842,7718,10657
820770,16173,21074,22045
852560,101728,103236,149662
845090,63982,58423,42616
740931,28731,29153,21725
610821,58646,43288,31446
520642,49249,47811,34851
382440,29228,22335,20350
80711,14279,9425,14022
20322,54951,46207,20672
950710,20049,18757,19645
621050,22301,25050,26403
392610,26664,24718,22787
160510,41010,52152,21563
380190,11058,15714,13853
50800,2997,7365,8289
611595,27416,30363,30681
950590,36962,30576,26961
848310,40325,36966,43879
870870,37584,36414,32240
940330,26235,23506,23261
851230,5562,8541,15146
820750,40280,44008,75814
621142,25469,28018,20972
30331,17966,19517,18874
390290,42163,40492,26493
640351,33108,34285,31447
210120,24930,33559,34094
160300,14419,20144,20526
70200,12194,19858,20129
701939,27318,24242,23049
901841,5890,2319,2869
902580,19983,25167,23151
330129,24287,17590,15506
610210,34950,30199,20821
902212,23284,38669,20303
790111,17497,19747,10497
860110,0,0,0
610333,28955,33341,25165
844010,11864,16106,20737
842620,16050,14138,15105
381239,24861,23410,18043
811300,8843,14837,17215
731010,5462,7784,8465
481141,29106,31129,26753
701400,21477,29336,31573
330690,18393,20768,21595
560121,13454,14232,13561
871500,86536,68922,46486
960820,23661,23407,22147
500720,39792,35852,34930
920994,57412,61402,50070
731819,29823,23730,21711
722300,30867,32833,29868
870600,60526,81601,22520
392049,15212,11090,12983
850152,48915,37773,24428
511211,36627,44245,31989
40790,16856,20756,17872
620459,29929,25654,25879
300190,2710,805,1410
320649,23324,21453,17998
890391,14200,11542,15915
961511,23278,22697,19477
871120,17524,13882,15282
847982,11456,19060,22914
520932,75422,61591,38299
160521,26936,26842,27681
730729,16385,23230,19042
611790,24346,18641,23618
851650,11823,14915,11540
721933,49488,53321,31055
60290,17431,22278,21917
391510,78659,37618,37951
851680,19106,20510,23115
860721,10767,12245,11949
391723,26852,21464,17510
940171,26578,27259,25953
411310,91775,69880,41729
841950,17817,23502,32654
330720,12666,21102,27788
670420,13150,26948,24003
20890,12935,16670,17911
430219,25375,31228,23932
701810,78545,52766,51659
950659,26303,27369,27163
30821,8050,7410,8682
940180,19546,17836,18168
940130,20630,24501,20846
845290,24840,28652,19051
560750,14602,17823,17242
890110,8613,9241,25356
701590,36881,28045,30554
950510,33069,28074,22597
831000,23026,19049,17801
830210,23745,22425,18331
340130,1207,1864,1790
400299,31329,29788,24373
842839,35410,31666,31810
110290,17110,20501,19689
842119,27360,24567,24135
160417,14885,24103,24972
410711,37286,33830,33102
730661,17923,17371,18123
252100,17575,19511,17320
853990,8685,8306,11930
610433,31593,38170,26933
870530,17977,6931,11157
691200,39873,44405,34051
620111,24917,29087,34169
851410,18921,23173,17982
848410,21180,18645,15468
845230,29632,28069,18778
848130,13686,13382,13175
590310,36963,35326,27091
940389,19607,20123,20257
480459,161,157,8347
731822,11873,11903,11628
851519,19484,21289,23568
640212,15519,18214,20235
851640,28624,21485,21450
860500,86714,15514,10919
691090,15982,17811,15570
610120,20455,24275,20672
902890,25394,30429,22085
731816,29876,24202,15270
30781,28135,22244,18851
